query,baseline_answer,spearman_rho,spearman_pvalue,dominance_ratio,influence_entropy,is_divergent,doc_id,passage,retrieval_rank,retrieval_score,rouge_l,influence_score,influence_rank
who are the faces of the postcode lottery,"The “faces” of People’s Postcode Lottery are its celebrity ambassadors and TV presenters, including:

- David Attenborough  
- Clare Balding  
- Brian Blessed  
- Judi Dench  
- Shobna Gulati  
- Tim Healy  
- Stephen Jardine  
- Ellen MacArthur  
- Aggie MacKenzie  
- Carey Mulligan  
- John Stapleton  
- Emma Thompson  
- Fiona Phillips (ambassador since 2012)  

Presenters who appear in its TV campaigns:  
- Judie McCourt  
- Danyl Johnson  
- Jeff Brazier  
- Matt Johnson",0.41818181818181815,0.22911284098281895,0.34789424044025646,2.0440484660705645,True,8,,8,2.1812325773963854,0.8833333333333333,0.1166666666666667,9
who are the faces of the postcode lottery,"The “faces” of People’s Postcode Lottery are its celebrity ambassadors and TV presenters, including:

- David Attenborough  
- Clare Balding  
- Brian Blessed  
- Judi Dench  
- Shobna Gulati  
- Tim Healy  
- Stephen Jardine  
- Ellen MacArthur  
- Aggie MacKenzie  
- Carey Mulligan  
- John Stapleton  
- Emma Thompson  
- Fiona Phillips (ambassador since 2012)  

Presenters who appear in its TV campaigns:  
- Judie McCourt  
- Danyl Johnson  
- Jeff Brazier  
- Matt Johnson",0.41818181818181815,0.22911284098281895,0.34789424044025646,2.0440484660705645,True,9,,9,1.8972087941806137,0.7450980392156863,0.2549019607843137,4
who are the faces of the postcode lottery,"The “faces” of People’s Postcode Lottery are its celebrity ambassadors and TV presenters, including:

- David Attenborough  
- Clare Balding  
- Brian Blessed  
- Judi Dench  
- Shobna Gulati  
- Tim Healy  
- Stephen Jardine  
- Ellen MacArthur  
- Aggie MacKenzie  
- Carey Mulligan  
- John Stapleton  
- Emma Thompson  
- Fiona Phillips (ambassador since 2012)  

Presenters who appear in its TV campaigns:  
- Judie McCourt  
- Danyl Johnson  
- Jeff Brazier  
- Matt Johnson",0.41818181818181815,0.22911284098281895,0.34789424044025646,2.0440484660705645,True,0,,10,1.4715896998561258,0.8571428571428572,0.1428571428571428,8
how did rogue get super strength and flight,,0.9999999999999999,6.646897422031862e-64,0.1,2.3025850929940455,False,1,,1,4.435929942740965,0.0,1.0,1
how did rogue get super strength and flight,,0.9999999999999999,6.646897422031862e-64,0.1,2.3025850929940455,False,8,,2,3.5509434022580226,0.0,1.0,2
how did rogue get super strength and flight,,0.9999999999999999,6.646897422031862e-64,0.1,2.3025850929940455,False,13,,3,3.5509434022580226,0.0,1.0,3
how did rogue get super strength and flight,,0.9999999999999999,6.646897422031862e-64,0.1,2.3025850929940455,False,3,,4,3.2475919660779287,0.0,1.0,4
how did rogue get super strength and flight,,0.9999999999999999,6.646897422031862e-64,0.1,2.3025850929940455,False,4,,5,1.7989747174896422,0.0,1.0,5
how did rogue get super strength and flight,,0.9999999999999999,6.646897422031862e-64,0.1,2.3025850929940455,False,9,,6,1.6756805000915982,0.0,1.0,6
how did rogue get super strength and flight,,0.9999999999999999,6.646897422031862e-64,0.1,2.3025850929940455,False,10,,7,1.6756805000915982,0.0,1.0,7
how did rogue get super strength and flight,,0.9999999999999999,6.646897422031862e-64,0.1,2.3025850929940455,False,0,,8,1.355115534856684,0.0,1.0,8
how did rogue get super strength and flight,,0.9999999999999999,6.646897422031862e-64,0.1,2.3025850929940455,False,12,,9,1.355115534856684,0.0,1.0,9
how did rogue get super strength and flight,,0.9999999999999999,6.646897422031862e-64,0.1,2.3025850929940455,False,14,,10,1.355115534856684,0.0,1.0,10
where did the idea of fortnite come from,,0.9999999999999999,6.646897422031862e-64,0.1,2.3025850929940455,False,1,,1,3.9918281387672803,0.0,1.0,1
where did the idea of fortnite come from,,0.9999999999999999,6.646897422031862e-64,0.1,2.3025850929940455,False,4,,2,3.561511734868124,0.0,1.0,2
where did the idea of fortnite come from,,0.9999999999999999,6.646897422031862e-64,0.1,2.3025850929940455,False,13,,3,3.1867069032596524,0.0,1.0,3
where did the idea of fortnite come from,,0.9999999999999999,6.646897422031862e-64,0.1,2.3025850929940455,False,7,,4,3.0507753233633244,0.0,1.0,4
where did the idea of fortnite come from,,0.9999999999999999,6.646897422031862e-64,0.1,2.3025850929940455,False,8,,5,2.5752329761433077,0.0,1.0,5
where did the idea of fortnite come from,,0.9999999999999999,6.646897422031862e-64,0.1,2.3025850929940455,False,5,,6,2.4911785369668022,0.0,1.0,6
where did the idea of fortnite come from,,0.9999999999999999,6.646897422031862e-64,0.1,2.3025850929940455,False,0,,7,2.365744125069713,0.0,1.0,7
where did the idea of fortnite come from,,0.9999999999999999,6.646897422031862e-64,0.1,2.3025850929940455,False,3,,8,2.226020393080495,0.0,1.0,8
where did the idea of fortnite come from,,0.9999999999999999,6.646897422031862e-64,0.1,2.3025850929940455,False,2,,9,2.146935114614476,0.0,1.0,9
where did the idea of fortnite come from,,0.9999999999999999,6.646897422031862e-64,0.1,2.3025850929940455,False,6,,10,1.5487794372947747,0.0,1.0,10
when is the next scandal episode coming out,,0.9999999999999999,6.646897422031862e-64,0.1,2.3025850929940455,False,0,,1,4.201090838291998,0.0,1.0,1
when is the next scandal episode coming out,,0.9999999999999999,6.646897422031862e-64,0.1,2.3025850929940455,False,14,,2,2.2686835413183646,0.0,1.0,2
when is the next scandal episode coming out,,0.9999999999999999,6.646897422031862e-64,0.1,2.3025850929940455,False,2,,3,1.3181735156215288,0.0,1.0,3
when is the next scandal episode coming out,,0.9999999999999999,6.646897422031862e-64,0.1,2.3025850929940455,False,7,,4,1.3181735156215288,0.0,1.0,4
when is the next scandal episode coming out,,0.9999999999999999,6.646897422031862e-64,0.1,2.3025850929940455,False,1,,5,0.6715463506964766,0.0,1.0,5
when is the next scandal episode coming out,,0.9999999999999999,6.646897422031862e-64,0.1,2.3025850929940455,False,11,,6,0.6715463506964766,0.0,1.0,6
when is the next scandal episode coming out,,0.9999999999999999,6.646897422031862e-64,0.1,2.3025850929940455,False,5,,7,0.6466271649250523,0.0,1.0,7
when is the next scandal episode coming out,,0.9999999999999999,6.646897422031862e-64,0.1,2.3025850929940455,False,13,,8,0.6466271649250523,0.0,1.0,8
when is the next scandal episode coming out,,0.9999999999999999,6.646897422031862e-64,0.1,2.3025850929940455,False,6,,9,0.47008244548753364,0.0,1.0,9
when is the next scandal episode coming out,,0.9999999999999999,6.646897422031862e-64,0.1,2.3025850929940455,False,8,,10,0.47008244548753364,0.0,1.0,10
where is gall bladder situated in human body,,0.9999999999999999,6.646897422031862e-64,0.1,2.3025850929940455,False,4,,1,4.2959310076012445,0.0,1.0,1
where is gall bladder situated in human body,,0.9999999999999999,6.646897422031862e-64,0.1,2.3025850929940455,False,10,,2,3.4340461618444267,0.0,1.0,2
where is gall bladder situated in human body,,0.9999999999999999,6.646897422031862e-64,0.1,2.3025850929940455,False,13,,3,3.228393934692769,0.0,1.0,3
where is gall bladder situated in human body,,0.9999999999999999,6.646897422031862e-64,0.1,2.3025850929940455,False,11,,4,2.6461093469446326,0.0,1.0,4
where is gall bladder situated in human body,,0.9999999999999999,6.646897422031862e-64,0.1,2.3025850929940455,False,0,,5,2.6252848664768207,0.0,1.0,5
where is gall bladder situated in human body,,0.9999999999999999,6.646897422031862e-64,0.1,2.3025850929940455,False,14,,6,2.438328296338949,0.0,1.0,6
where is gall bladder situated in human body,,0.9999999999999999,6.646897422031862e-64,0.1,2.3025850929940455,False,1,,7,1.9584730996517474,0.0,1.0,7
where is gall bladder situated in human body,,0.9999999999999999,6.646897422031862e-64,0.1,2.3025850929940455,False,3,,8,1.832174387351135,0.0,1.0,8
where is gall bladder situated in human body,,0.9999999999999999,6.646897422031862e-64,0.1,2.3025850929940455,False,7,,9,1.4852660849841968,0.0,1.0,9
where is gall bladder situated in human body,,0.9999999999999999,6.646897422031862e-64,0.1,2.3025850929940455,False,8,,10,1.352319190663933,0.0,1.0,10
who was named african footballer of the year 2014,Yaya Touré.,0.9999999999999999,6.646897422031862e-64,0.0,0.0,False,1,,1,10.953268677741196,1.0,0.0,1
